period,year,period_width,candidate_period_volume_m3,candidate_annual_volume_m3_per_year,mp11_base_case_m3_per_year,delta_vs_mp11_base_m3_per_year,pct_delta_vs_mp11_base,evidence_strength,candidate_source,mp11_source,notes
0,0,10.0,0.0,0.0,1061600.0,-1061600.0,-100.0,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
1,10,10.0,14485089.0,1448508.9,1061600.0,386908.8999999999,36.44582705350414,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
2,20,10.0,14406753.0,1440675.3,1061600.0,379075.30000000005,35.70792200452148,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
3,30,10.0,14360254.0,1436025.4,1061600.0,374425.3999999999,35.26991333835719,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
4,40,10.0,14279801.0,1427980.1,1061600.0,366380.1000000001,34.51206669178599,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
5,50,10.0,14249726.0,1424972.6,1061600.0,363372.6000000001,34.228767897513194,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
6,60,10.0,14212974.0,1421297.4,1061600.0,359697.3999999999,33.8825734740015,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
7,70,10.0,14132661.0,1413266.1,1061600.0,351666.1000000001,33.126045591559915,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
8,80,10.0,14125290.0,1412529.0,1061600.0,350929.0,33.05661266013564,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
9,90,10.0,14097117.0,1409711.7,1061600.0,348111.69999999995,32.791230218538054,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
10,100,10.0,14045787.0,1404578.7,1061600.0,342978.69999999995,32.30771477015825,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
11,110,10.0,13974457.0,1397445.7,1061600.0,335845.69999999995,31.63580444611906,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
12,120,10.0,13960275.0,1396027.5,1061600.0,334427.5,31.502213639788994,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
13,130,10.0,13924581.0,1392458.1,1061600.0,330858.1000000001,31.165985305199705,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
14,140,10.0,13911027.0,1391102.7,1061600.0,329502.69999999995,31.038310097965333,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
15,150,10.0,13866686.0,1386668.6,1061600.0,325068.6000000001,30.62062923888471,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
16,160,10.0,13849755.0,1384975.5,1061600.0,323375.5,30.461143556895255,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
17,170,10.0,13811043.0,1381104.3,1061600.0,319504.30000000005,30.09648643556896,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
18,180,10.0,13761960.0,1376196.0,1061600.0,314596.0,29.63413715146948,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
19,190,10.0,13774274.0,1377427.4,1061600.0,315827.3999999999,29.750131876412954,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
20,200,10.0,13790552.0,1379055.2,1061600.0,317455.19999999995,29.903466465712132,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
21,210,10.0,13795784.0,1379578.4,1061600.0,317978.3999999999,29.952750565184616,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
22,220,10.0,13817753.0,1381775.3,1061600.0,320175.30000000005,30.159692916352682,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
23,230,10.0,13895022.0,1389502.2,1061600.0,327902.19999999995,30.88754709871891,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
24,240,10.0,13940448.0,1394044.8,1061600.0,332444.80000000005,31.315448379804074,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
25,250,10.0,13994904.0,1399490.4,1061600.0,337890.3999999999,31.828409947249426,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
26,260,10.0,14184587.0,1418458.7,1061600.0,356858.69999999995,33.61517520723436,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
27,270,10.0,14323421.0,1432342.1,1061600.0,370742.1000000001,34.922955915599104,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
28,280,10.0,14466836.0,1446683.6,1061600.0,385083.6000000001,36.273888470233615,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
29,290,10.0,14627624.0,1462762.4,1061600.0,401162.3999999999,37.78847023360964,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
30,300,10.0,14104784.0,1410478.4,1061600.0,348878.3999999999,32.86345139412207,tracked_runtime_output,models/tfl6_patchworks_model_mp11_candidate/analysis/p12_5_harvest_smoke200k/scenario/targetSummary.csv,planning/tfl6_mp11_figure2_review_manifest.json,P12.5 smoke target output; not the maintainer interactive base scenario.
