feature_id,row_id,source_table,curve_lane,mp11_au_code,bec_zone,bec_subzone,canonical_au_id,canonical_stratum_code,canonical_species_combo,canonical_mean_si,canonical_median_si,mp11_parsed_weighted_si,tipsy_input_si,tipsy_input_si_source,mp11_weighted_si,canonical_mean_si_abs_diff,canonical_median_si_abs_diff,sph,species_count,species_percent_total,thlb_area_ha,parse_confidence,handoff_status,handoff_note,model_input_status,source_anchor
610711,p10r_table_54_071,Table 54,early_managed,E301F,,,,,,,,24.795,,,24.795,,,900,5,100,113,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 363-363; Appendix B pages 117 of 183-117 of 183; Table 54
610721,p10r_table_54_072,Table 54,early_managed,E301S,,,,,,,,27.254,,,27.254,,,1600,3,100,233,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 363-363; Appendix B pages 117 of 183-117 of 183; Table 54
610731,p10r_table_54_073,Table 54,early_managed,E303,,,,,,,,15.733,,,15.733,,,900,5,101,265,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 363-364; Appendix B pages 117 of 183-118 of 183; Table 54
610741,p10r_table_54_074,Table 54,early_managed,E305,,,,,,,,27.388,,,27.388,,,900,5,101,104,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 364-364; Appendix B pages 118 of 183-118 of 183; Table 54
610751,p10r_table_54_075,Table 54,early_managed,E307,,,,,,,,27.0,,,27.0,,,900,5,102,51,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 364-364; Appendix B pages 118 of 183-118 of 183; Table 54
610761,p10r_table_54_076,Table 54,early_managed,E308,,,,,,,,27.306,,,27.306,,,900,5,100,31,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 364-364; Appendix B pages 118 of 183-118 of 183; Table 54
610771,p10r_table_54_077,Table 54,early_managed,E311,,,,,,,,15.56,,,15.56,,,900,4,100,121,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 364-364; Appendix B pages 118 of 183-118 of 183; Table 54
610781,p10r_table_54_078,Table 54,early_managed,E401,,,,,,,,14.308,,,14.308,,,900,5,100,113,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 364-364; Appendix B pages 118 of 183-118 of 183; Table 54
610791,p10r_table_54_079,Table 54,early_managed,E422,,,,,,,,23.8,,,23.8,,,900,5,100,22,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 364-364; Appendix B pages 118 of 183-118 of 183; Table 54
610802,p10r_table_55_001,Table 55,recent_managed,R100,,,,,,,,19.419,,,19.419,,,1000,5,100,10,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 365-365; Appendix B pages 119 of 183-119 of 183; Table 55
610812,p10r_table_55_002,Table 55,recent_managed,R101,,,,,,,,15.96,,,15.96,,,1000,5,100,405,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 365-365; Appendix B pages 119 of 183-119 of 183; Table 55
610822,p10r_table_55_003,Table 55,recent_managed,R103,,,,,,,,11.756,,,11.756,,,1000,4,100,54,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 365-365; Appendix B pages 119 of 183-119 of 183; Table 55
610832,p10r_table_55_004,Table 55,recent_managed,R104c,,,,,,,,20.96,,,20.96,,,1000,4,100,445,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 365-365; Appendix B pages 119 of 183-119 of 183; Table 55
610842,p10r_table_55_005,Table 55,recent_managed,R104h,,,,,,,,23.16,,,23.16,,,1000,5,100,717,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 365-365; Appendix B pages 119 of 183-119 of 183; Table 55
610852,p10r_table_55_006,Table 55,recent_managed,R104s,,,,,,,,21.04,,,21.04,,,1000,5,100,753,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 365-365; Appendix B pages 119 of 183-119 of 183; Table 55
610862,p10r_table_55_007,Table 55,recent_managed,R106,,,,,,,,25.04,,,25.04,,,1000,5,100,161,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 365-366; Appendix B pages 119 of 183-120 of 183; Table 55
610872,p10r_table_55_008,Table 55,recent_managed,R113,,,,,,,,16.48,,,16.48,,,1000,4,100,121,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 366-366; Appendix B pages 120 of 183-120 of 183; Table 55
610882,p10r_table_55_009,Table 55,recent_managed,R200,,,,,,,,21.943,,,21.943,,,1000,5,102,106,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 366-366; Appendix B pages 120 of 183-120 of 183; Table 55
610892,p10r_table_55_010,Table 55,recent_managed,R201c,,,,,,,,24.325,,,24.325,,,1000,5,101,2472,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 366-366; Appendix B pages 120 of 183-120 of 183; Table 55
610902,p10r_table_55_011,Table 55,recent_managed,R201h,,,,,,,,27.604,,,27.604,,,1000,5,101,14530,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 366-366; Appendix B pages 120 of 183-120 of 183; Table 55
610912,p10r_table_55_012,Table 55,recent_managed,R201sc,,,,,,,,23.869,,,23.869,,,1000,5,101,1427,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 366-366; Appendix B pages 120 of 183-120 of 183; Table 55
610922,p10r_table_55_013,Table 55,recent_managed,R201sh,,,,,,,,26.678,,,26.678,,,1000,5,100,830,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 366-366; Appendix B pages 120 of 183-120 of 183; Table 55
610932,p10r_table_55_014,Table 55,recent_managed,R203c,,,,,,,,16.504,,,16.504,,,1000,5,100,221,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 366-367; Appendix B pages 120 of 183-121 of 183; Table 55
610942,p10r_table_55_015,Table 55,recent_managed,R203h,,,,,,,,17.564,,,17.564,,,1000,5,102,345,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 367-367; Appendix B pages 121 of 183-121 of 183; Table 55
610952,p10r_table_55_016,Table 55,recent_managed,R204,,,,,,,,25.978,,,25.978,,,1000,5,102,91,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 367-367; Appendix B pages 121 of 183-121 of 183; Table 55
610962,p10r_table_55_017,Table 55,recent_managed,R205,,,,,,,,28.523,,,28.523,,,1000,5,101,3022,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 367-367; Appendix B pages 121 of 183-121 of 183; Table 55
610972,p10r_table_55_018,Table 55,recent_managed,R206s,,,,,,,,23.998,,,23.998,,,1000,5,100,37,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 367-367; Appendix B pages 121 of 183-121 of 183; Table 55
610982,p10r_table_55_019,Table 55,recent_managed,R207,,,,,,,,31.087,,,31.087,,,1000,5,102,267,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 367-367; Appendix B pages 121 of 183-121 of 183; Table 55
610992,p10r_table_55_020,Table 55,recent_managed,R209,,,,,,,,26.92,,,26.92,,,1000,5,104,132,review_required,review_required_parser_warning,species_percent_total_not_near_100,not_model_input,PDF pages 367-368; Appendix B pages 121 of 183-122 of 183; Table 55
611002,p10r_table_55_021,Table 55,recent_managed,R214,,,,,,,,20.055,,,20.055,,,1000,5,101,580,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 368-368; Appendix B pages 122 of 183-122 of 183; Table 55
611012,p10r_table_55_022,Table 55,recent_managed,R233,,,,,,,,21.827,,,21.827,,,1000,5,101,13,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 368-368; Appendix B pages 122 of 183-122 of 183; Table 55
611022,p10r_table_55_023,Table 55,recent_managed,R300,,,,,,,,23.05,,,23.05,,,1000,5,102,8,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 368-368; Appendix B pages 122 of 183-122 of 183; Table 55
611032,p10r_table_55_024,Table 55,recent_managed,R301b,,,,,,,,25.547,,,25.547,,,1000,4,100,933,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 368-368; Appendix B pages 122 of 183-122 of 183; Table 55
611042,p10r_table_55_025,Table 55,recent_managed,R301c,,,,,,,,21.978,,,21.978,,,1000,5,101,390,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 368-368; Appendix B pages 122 of 183-122 of 183; Table 55
611052,p10r_table_55_026,Table 55,recent_managed,R301h,,,,,,,,26.387,,,26.387,,,1000,5,100,2156,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 368-368; Appendix B pages 122 of 183-122 of 183; Table 55
611062,p10r_table_55_027,Table 55,recent_managed,R301,,,,,,,,22.416,,,22.416,,,1000,5,100,595,review_required,review_required_parser_warning,repaired_known_pdf_page_split_r301,not_model_input,PDF pages 368-369; Appendix B pages 122 of 183-123 of 183; Table 55
611072,p10r_table_55_028,Table 55,recent_managed,R303,,,,,,,,15.64,,,15.64,,,1000,5,100,221,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 369-369; Appendix B pages 123 of 183-123 of 183; Table 55
611082,p10r_table_55_029,Table 55,recent_managed,R305,,,,,,,,26.68,,,26.68,,,1000,4,100,91,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 369-369; Appendix B pages 123 of 183-123 of 183; Table 55
611092,p10r_table_55_030,Table 55,recent_managed,R308,,,,,,,,27.2,,,27.2,,,1000,4,100,47,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 369-369; Appendix B pages 123 of 183-123 of 183; Table 55
611102,p10r_table_55_031,Table 55,recent_managed,R311,,,,,,,,15.626,,,15.626,,,1000,5,100,58,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 369-369; Appendix B pages 123 of 183-123 of 183; Table 55
611112,p10r_table_55_032,Table 55,recent_managed,R332,,,,,,,,16.168,,,16.168,,,1000,4,100,19,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 369-369; Appendix B pages 123 of 183-123 of 183; Table 55
611122,p10r_table_55_033,Table 55,recent_managed,R401,,,,,,,,13.784,,,13.784,,,1000,4,100,371,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 369-370; Appendix B pages 123 of 183-124 of 183; Table 55
611132,p10r_table_55_034,Table 55,recent_managed,R422,,,,,,,,18.455,,,18.455,,,1000,4,100,38,high,blocked_missing_public_au_to_bec_mapping,Tables 54/55 use MP11 existing AU codes that do not carry enough public BEC/site-series information for direct BatchTIPSY handoff.,not_model_input,PDF pages 370-370; Appendix B pages 124 of 183-124 of 183; Table 55
611143,p10r_table_57_001,Table 57,future_managed,Fvh101,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,candidate_for_curve_generation,decoded_from_fvh_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57
611153,p10r_table_57_002,Table 57,future_managed,Fvh103,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,candidate_for_curve_generation,decoded_from_fvh_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57
611163,p10r_table_57_003,Table 57,future_managed,Fvh104,CWH,vh,cwhvh1_hw_ss_m,CWHvh1_HW+SS,HW+SS,22.353,22.0,21.6,22.0,canonical_top_n_au_vri_median_si,21.6,0.753,0.4,1200,4,100,3871,high,candidate_for_curve_generation,decoded_from_fvh_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57
611173,p10r_table_57_004,Table 57,future_managed,Fvh104s,CWH,vh,cwhvh1_cw_hw_h,CWHvh1_CW+HW,CW+HW,20.725,20.0,20.6,20.0,canonical_top_n_au_vri_median_si,20.6,0.125,0.6,1200,3,100,2751,high,candidate_for_curve_generation,decoded_from_fvh_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57
611183,p10r_table_57_005,Table 57,future_managed,Fvh106,CWH,vh,cwhvh1_hw_ba_h,CWHvh1_HW+BA,HW+BA,25.288,25.0,24.4,25.0,canonical_top_n_au_vri_median_si,24.4,0.888,0.6,1200,5,100,781,high,candidate_for_curve_generation,decoded_from_fvh_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57
611193,p10r_table_57_006,Table 57,future_managed,Fvh108,CWH,vh,cwhvh1_hw_cw_h,CWHvh1_HW+CW,HW+CW,27.227,28.0,26.8,28.0,canonical_top_n_au_vri_median_si,26.8,0.427,1.2,1200,5,100,57,high,candidate_for_curve_generation,decoded_from_fvh_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 372-373; Appendix B pages 126 of 183-127 of 183; Table 57
611203,p10r_table_57_007,Table 57,future_managed,Fvh113,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,4,100,508,high,candidate_for_curve_generation,decoded_from_fvh_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 373-373; Appendix B pages 127 of 183-127 of 183; Table 57
611213,p10r_table_57_008,Table 57,future_managed,Fvm101,CWH,vm,cwhvm1_hw_cw_m,CWHvm1_HW+CW,HW+CW,26.406,28.0,28.015,28.0,canonical_top_n_au_vri_median_si,28.015,1.609,0.015,1200,5,100,62618,high,candidate_for_curve_generation,decoded_from_fvm_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 373-373; Appendix B pages 127 of 183-127 of 183; Table 57
611223,p10r_table_57_009,Table 57,future_managed,Fvm101s,CWH,vm,cwhvm1_cw_hw_h,CWHvm1_CW+HW,CW+HW,23.791,23.0,23.365,23.0,canonical_top_n_au_vri_median_si,23.365,0.426,0.365,1200,2,100,11015,high,candidate_for_curve_generation,decoded_from_fvm_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 373-373; Appendix B pages 127 of 183-127 of 183; Table 57
611233,p10r_table_57_010,Table 57,future_managed,Fvm103,CWH,vm,cwhvm2_yc_hw_h,CWHvm2_YC+HW,YC+HW,19.649,20.0,20.33,20.0,canonical_top_n_au_vri_median_si,20.33,0.681,0.33,1200,4,100,3659,high,candidate_for_curve_generation,decoded_from_fvm_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 373-373; Appendix B pages 127 of 183-127 of 183; Table 57
611243,p10r_table_57_011,Table 57,future_managed,Fvm104,CWH,vm,cwhvm1_ba_hw_m,CWHvm1_BA+HW,BA+HW,24.893,25.5,25.24,25.5,canonical_top_n_au_vri_median_si,25.24,0.347,0.26,1200,4,100,298,high,candidate_for_curve_generation,decoded_from_fvm_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 373-373; Appendix B pages 127 of 183-127 of 183; Table 57
611253,p10r_table_57_012,Table 57,future_managed,Fvm105,CWH,vm,cwhvm1_hw_ss_m,CWHvm1_HW+SS,HW+SS,29.0,29.0,29.39,29.0,canonical_top_n_au_vri_median_si,29.39,0.39,0.39,1200,4,100,10206,high,candidate_for_curve_generation,decoded_from_fvm_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 373-373; Appendix B pages 127 of 183-127 of 183; Table 57
611263,p10r_table_57_013,Table 57,future_managed,Fvm106,CWH,vm,cwhvm1_ba_hw_m,CWHvm1_BA+HW,BA+HW,24.893,25.5,24.385,25.5,canonical_top_n_au_vri_median_si,24.385,0.508,1.115,1200,4,100,125,high,candidate_for_curve_generation,decoded_from_fvm_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 373-373; Appendix B pages 127 of 183-127 of 183; Table 57
611273,p10r_table_57_014,Table 57,future_managed,Fvm106s,CWH,vm,cwhvm1_cw_hw_h,CWHvm1_CW+HW,CW+HW,23.791,23.0,23.585,23.0,canonical_top_n_au_vri_median_si,23.585,0.206,0.585,1200,2,100,336,high,candidate_for_curve_generation,decoded_from_fvm_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 373-373; Appendix B pages 127 of 183-127 of 183; Table 57
611283,p10r_table_57_015,Table 57,future_managed,Fvm107,CWH,vm,cwhvm1_hw_dr_h,CWHvm1_HW+DR,HW+DR,31.767,31.0,30.675,31.0,canonical_top_n_au_vri_median_si,30.675,1.092,0.325,1200,5,100,1298,high,candidate_for_curve_generation,decoded_from_fvm_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 373-374; Appendix B pages 127 of 183-128 of 183; Table 57
611293,p10r_table_57_016,Table 57,future_managed,Fvm109,CWH,vm,cwhvm1_hw_ss_l,CWHvm1_HW+SS,HW+SS,24.46,27.0,27.08,27.0,canonical_top_n_au_vri_median_si,27.08,2.62,0.08,1200,5,100,388,high,candidate_for_curve_generation,decoded_from_fvm_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 374-374; Appendix B pages 128 of 183-128 of 183; Table 57
611303,p10r_table_57_017,Table 57,future_managed,Fvm111,CWH,vm,cwhvm1_hw_ss_m,CWHvm1_HW+SS,HW+SS,29.0,29.0,29.38,29.0,canonical_top_n_au_vri_median_si,29.38,0.38,0.38,1200,4,100,75,high,candidate_for_curve_generation,decoded_from_fvm_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 374-374; Appendix B pages 128 of 183-128 of 183; Table 57
611313,p10r_table_57_018,Table 57,future_managed,Fvm114,CWH,vm,cwhvm2_yc_hw_h,CWHvm2_YC+HW,YC+HW,19.649,20.0,19.758,20.0,canonical_top_n_au_vri_median_si,19.758,0.109,0.242,1200,5,100,3158,high,candidate_for_curve_generation,decoded_from_fvm_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 374-374; Appendix B pages 128 of 183-128 of 183; Table 57
611323,p10r_table_57_019,Table 57,future_managed,Fvm131,CWH,vm,cwhvm1_hw_dr_l,CWHvm1_HW+DR,HW+DR,19.371,20.0,20.022,20.0,canonical_top_n_au_vri_median_si,20.022,0.651,0.022,800,5,100,75,high,candidate_for_curve_generation,decoded_from_fvm_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 374-374; Appendix B pages 128 of 183-128 of 183; Table 57
611333,p10r_table_57_020,Table 57,future_managed,Fvm133,CWH,vm,cwhvm1_cw_hw_m,CWHvm1_CW+HW,CW+HW,18.586,19.0,19.81,19.0,canonical_top_n_au_vri_median_si,19.81,1.224,0.81,800,4,100,49,high,candidate_for_curve_generation,decoded_from_fvm_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 374-374; Appendix B pages 128 of 183-128 of 183; Table 57
611343,p10r_table_57_021,Table 57,future_managed,Fvm201,CWH,vm,cwhvm1_cw_hw_h,CWHvm1_CW+HW,CW+HW,23.791,23.0,24.12,23.0,canonical_top_n_au_vri_median_si,24.12,0.329,1.12,1200,5,100,14134,high,candidate_for_curve_generation,decoded_from_fvm_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 374-374; Appendix B pages 128 of 183-128 of 183; Table 57
611353,p10r_table_57_022,Table 57,future_managed,Fvm203,CWH,vm,cwhvm1_hw_cw_l,CWHvm1_HW+CW,HW+CW,16.006,16.0,15.56,16.0,canonical_top_n_au_vri_median_si,15.56,0.446,0.44,1200,4,100,890,high,candidate_for_curve_generation,decoded_from_fvm_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 374-374; Appendix B pages 128 of 183-128 of 183; Table 57
611363,p10r_table_57_023,Table 57,future_managed,Fvm205,,,,,,,,,,,,,,1200,4,100,247,review_required,review_required_parser_warning,repaired_known_pdf_page_split_fvm205,not_model_input,PDF pages 374-375; Appendix B pages 128 of 183-129 of 183; Table 57
611373,p10r_table_57_024,Table 57,future_managed,Fvm207,CWH,vm,cwhvm2_hw_cw_h,CWHvm2_HW+CW,HW+CW,25.901,26.0,26.4,26.0,canonical_top_n_au_vri_median_si,26.4,0.499,0.4,1200,4,100,70,high,candidate_for_curve_generation,decoded_from_fvm_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 375-375; Appendix B pages 129 of 183-129 of 183; Table 57
611383,p10r_table_57_025,Table 57,future_managed,Fvm208,CWH,vm,cwhvm2_hw_cw_h,CWHvm2_HW+CW,HW+CW,25.901,26.0,26.4,26.0,canonical_top_n_au_vri_median_si,26.4,0.499,0.4,1200,4,100,192,high,candidate_for_curve_generation,decoded_from_fvm_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 375-375; Appendix B pages 129 of 183-129 of 183; Table 57
611393,p10r_table_57_026,Table 57,future_managed,Fvm211,CWH,vm,cwhvm1_hw_cw_l,CWHvm1_HW+CW,HW+CW,16.006,16.0,15.78,16.0,canonical_top_n_au_vri_median_si,15.78,0.226,0.22,1200,4,100,245,high,candidate_for_curve_generation,decoded_from_fvm_future_au_code; canonical_top_n_au_match,not_model_input,PDF pages 375-375; Appendix B pages 129 of 183-129 of 183; Table 57
611403,p10r_table_57_027,Table 57,future_managed,FMH01,CWH,vm,cwhvm2_hw_ba_l,CWHvm2_HW+BA,HW+BA,13.79,14.0,14.23,14.0,canonical_top_n_au_vri_median_si,14.23,0.44,0.23,1200,3,100,939,high,candidate_for_canonical_au_curve_reuse,maintainer_accepted_target_au_assignment; target_au_vri_bec_and_median_si_policy; canonical_top_n_au_match; reuse_existing_canonical_au_tipsy_curve,not_model_input,PDF pages 375-375; Appendix B pages 129 of 183-129 of 183; Table 57
611413,p10r_table_57_028,Table 57,future_managed,FMH22,CWH,vm,cwhvm2_hw_ba_l,CWHvm2_HW+BA,HW+BA,13.79,14.0,14.23,14.0,canonical_top_n_au_vri_median_si,14.23,0.44,0.23,800,3,100,216,high,candidate_for_canonical_au_curve_reuse,maintainer_accepted_target_au_assignment; target_au_vri_bec_and_median_si_policy; canonical_top_n_au_match; reuse_existing_canonical_au_tipsy_curve,not_model_input,PDF pages 375-375; Appendix B pages 129 of 183-129 of 183; Table 57
